longitude,latitude
76.89923033333334,43.23987399999999
76.899232,43.23986783333333
76.89923416666667,43.239860666666665
76.89924533333333,43.23985433333334
76.899253,43.23984699999999
76.89925799999999,43.23983916666666
76.89926399999999,43.23983033333334
76.89927133333335,43.23982233333333
76.89927716666666,43.23981383333333
76.89928216666667,43.23980483333333
76.89928416666666,43.239795666666666
76.89928566666667,43.239786
76.89927283333333,43.23976866666667
76.8992825,43.23974283333334
76.89929016666666,43.23972083333333
76.89928733333333,43.239707333333335
76.89928683333332,43.23969716666667
76.89928733333333,43.239686
76.89928866666668,43.239672999999996
76.89928983333333,43.23966099999999
76.89929133333334,43.2396495
76.89929483333334,43.23963633333333
76.89929866666667,43.239623
76.89930066666668,43.239611
76.89930299999999,43.23959983333332
76.89930433333333,43.23959033333334
76.899304,43.23958116666666
76.89930183333333,43.23957433333333
76.89929350000001,43.23957099999999
76.89928916666666,43.23956533333333
76.89928266666668,43.23956083333334
76.89927016666667,43.23955899999999
76.89926016666666,43.239554833333344
76.89925433333333,43.23954916666666
76.89925116666667,43.239538833333334
76.89924649999999,43.23952383333334
76.89924583333332,43.23950750000001
76.899235,43.23950466666667
76.89921833333332,43.23950133333333
76.899209,43.23948083333333
76.89919816666666,43.23947216666667
76.89918800000001,43.23946333333333
76.899176,43.239454499999994
76.89916466666666,43.239445666666676
76.8991535,43.239438
76.89914266666666,43.23943083333334
76.89913183333333,43.23942416666667
76.8991215,43.23941766666667
76.89910983333333,43.239411999999994
76.89909766666666,43.239405999999995
76.89908266666666,43.23939933333333
76.899042,43.239402500000004
76.89901499999999,43.239405500000004
76.89899266666666,43.23940566666667
76.89897216666667,43.23940533333333
76.89895416666667,43.239402000000005
76.898933,43.239400333333336
76.8989105,43.239397833333335
76.89888933333333,43.239396500000005
76.89886783333333,43.239394999999995
76.89884583333334,43.239393666666665
76.89882366666667,43.239392333333335
76.89880050000001,43.239390500000006
76.89877666666666,43.23938883333334
76.89875283333335,43.239387333333326
76.89872883333334,43.23938450000001
76.89870433333334,43.23938266666667
76.89867916666667,43.23938033333334
76.89865233333333,43.23937933333333
76.89862466666666,43.23937783333334
76.89859616666666,43.23937733333334
76.898568,43.23937550000001
76.8985395,43.23937383333334
76.89851116666667,43.23937116666666
76.89848116666667,43.23936783333333
76.898451,43.239368666666664
76.8984015,43.23935933333334
76.89836583333334,43.239358499999994
76.89833300000001,43.23935766666667
76.89830166666667,43.239355333333336
76.89826966666666,43.239353666666666
76.89823766666667,43.239351000000006
76.89820483333332,43.23934899999999
76.89817233333333,43.239347333333335
76.89813916666667,43.239345
76.89810666666668,43.239343833333336
76.89807449999999,43.23934316666667
76.89803183333333,43.23933433333333
76.89800050000001,43.23932866666667
76.89796533333333,43.23932783333333
76.897934,43.2393265
76.89789966666667,43.2393235
76.89786550000001,43.239323
76.89783116666668,43.23932166666667
76.89779733333333,43.23932033333334
76.89776400000001,43.23931916666667
76.89772866666667,43.239316499999994
76.8976945,43.23931433333334
76.89766116666667,43.239312500000004
76.89762816666666,43.23930983333333
76.89759483333334,43.239308
76.89755966666667,43.239306166666665
76.89752433333334,43.239304499999996
76.89748933333334,43.2393025
76.89745533333333,43.239300333333325
76.89741983333333,43.23929799999999
76.89738483333333,43.23929516666667
76.89735,43.2392925
76.89731666666667,43.23928983333334
76.897283,43.23928816666667
76.8972495,43.239285
76.89721416666666,43.23928216666666
76.89717916666667,43.239279
76.89714533333334,43.239275
76.8971115,43.239272
76.8970775,43.239268666666675
76.897041,43.23926633333334
76.89700549999999,43.23926516666667
76.89696883333333,43.239263
76.89693366666667,43.23926066666666
76.89689833333334,43.23925899999999
76.896863,43.239257333333335
76.89682883333333,43.239256833333336
76.89679216666667,43.23925416666666
76.89675883333332,43.23925216666667
76.89672333333333,43.23924916666667
76.8966885,43.23924766666667
76.89665433333333,43.23924583333334
76.89662033333335,43.23924433333333
76.8965875,43.23924283333334
76.89655466666666,43.239242
76.89652216666667,43.23924183333334
76.89648966666667,43.23924116666667
76.8964575,43.23923916666666
76.8964265,43.23923716666666
76.89639583333333,43.2392365
76.89636616666667,43.239233666666664
76.89633783333333,43.23923083333334
76.8963055,43.23922316666667
76.89628066666667,43.23922416666666
76.8962535,43.23922266666667
76.89622633333333,43.23922266666667
76.89620199999999,43.23922233333333
76.8961795,43.23922266666667
76.89615466666667,43.23921983333333
76.89613033333333,43.23921883333334
76.89610683333333,43.239218
76.89608316666666,43.239217333333336
76.89606,43.239216500000005
76.89603783333334,43.23921516666666
76.89602166666667,43.2392125
76.89600283333333,43.23920966666666
76.895984,43.23920816666667
76.89596516666667,43.23920916666666
76.89594749999999,43.239204666666666
76.89593083333332,43.23920233333333
76.895915,43.23920066666666
76.8959005,43.23919816666667
76.89588716666667,43.239194
76.89587666666667,43.239191
76.89586583333333,43.23918783333333
76.89585566666666,43.23918516666666
76.89584733333332,43.23918316666666
76.89583916666668,43.239181666666674
76.89583183333335,43.239181333333335
76.89582433333334,43.239181499999994
76.8958165,43.239181666666674
76.89580983333333,43.23918183333333
76.895802,43.23918316666666
76.8957965,43.23918283333334
76.8957915,43.239183000000004
76.89578666666667,43.239182666666665
76.89578283333334,43.23918066666667
76.89577899999999,43.239178833333334
76.89577283333333,43.23917733333333
76.89577083333333,43.239174999999996
76.89576783333334,43.239175333333336
76.89576616666666,43.23917483333333
76.89576483333333,43.23917383333334
76.89576416666667,43.239172833333335
76.895763,43.239172499999995
76.89576183333334,43.23917199999999
76.89576066666667,43.23917066666666
76.89576066666667,43.23916899999999
76.8957595,43.239168666666664
76.89575933333334,43.239168166666666
76.89575833333333,43.239166833333336
76.89575733333332,43.239165333333325
76.89575616666666,43.2391635
76.89575483333333,43.23916166666666
76.89575333333333,43.23916066666667
76.89575333333333,43.23915950000001
76.89574866666666,43.23915566666666
76.89574833333333,43.23915383333333
76.89574666666667,43.23915183333334
76.895744,43.23915
76.89573816666666,43.23914983333334
76.89571716666666,43.23915033333333
76.89570283333335,43.23915016666667
76.89568899999999,43.23915
76.89560883333334,43.23915216666666
76.89559200000001,43.23915183333334
76.89557599999999,43.23915133333333
76.89555733333333,43.23915099999999
76.89553833333333,43.23914883333334
76.89551916666666,43.23914866666667
76.89550033333333,43.239149
76.89548033333334,43.23914966666666
76.89546033333333,43.23915016666667
76.89544133333334,43.23915033333333
76.89541983333334,43.23915016666667
76.89539799999999,43.23914833333333
76.89537666666666,43.239146
76.89535516666666,43.23914466666667
76.89533333333334,43.2391435
76.89531166666667,43.23914083333334
76.89524416666667,43.23913816666666
76.89522133333334,43.23913616666667
76.89513816666665,43.23912416666667
76.89510983333334,43.239126166666665
76.89508566666667,43.239128666666666
76.89506183333333,43.239130499999995
76.89503833333333,43.239131666666665
76.89501466666667,43.239133499999994
76.89499083333334,43.239135000000005
76.894941,43.23913733333334
0.08333333333333333,43.239139666666674
76.89489215,43.23913833333333
76.89484633333333,43.239132500000004
76.89482233333334,43.2391225
76.89479666666666,43.23911516666667
76.894771,43.2391105
76.894746,43.23910599999999
76.8947215,43.23910166666666
76.894697,43.23909766666667
76.894671,43.239094333333334
76.894595,43.239083666666666
76.89456966666667,43.239081500000005
76.8945435,43.239078333333325
76.89451749999999,43.239075333333325
76.8944665,43.23906783333334
76.89443933333334,43.23906433333333
76.89441083333332,43.23906066666667
76.89438016666666,43.23905883333334
76.89435033333332,43.23905516666667
76.89432000000001,43.23905166666667
76.89422066666666,43.23904116666666
76.89418883333333,43.239039166666664
76.89415766666666,43.23903700000001
76.89412616666667,43.2390355
76.89409383333333,43.23903383333333
76.89406366666667,43.23902983333334
76.89403266666666,43.239027333333325
76.89400300000001,43.23902416666667
76.89397366666667,43.23902216666667
76.89394266666666,43.2390195
76.89391316666666,43.23901616666667
76.89388066666667,43.23901349999999
76.8938485,43.23901049999999
76.89381666666667,43.23900749999999
76.89378583333334,43.23900449999999
76.89375533333333,43.239001333333334
76.89372416666667,43.23899816666667
76.89369416666666,43.238995333333335
76.893664,43.23899166666667
76.89363366666666,43.238988500000005
76.8936035,43.238983833333336
76.893513,43.238974000000006
76.89348333333334,43.238973
76.89345566666665,43.238973
76.89342883333333,43.23896866666667
76.8933995,43.23896633333334
76.89337083333334,43.2389645
76.89325316666667,43.23896166666667
76.8932255,43.23896200000001
76.8931975,43.238961
76.89316916666667,43.2389605
76.89311616666667,43.23895883333333
76.89308899999999,43.23895600000001
76.89306400000001,43.23895483333334
0.48333333333333334,43.23895205
76.8928695,43.238944666666676
76.89284500000001,43.23894266666666
76.89281683333334,43.238939333333335
76.89278916666667,43.238937500000006
76.89276483333333,43.238935000000005
76.892738,43.238931666666666
76.89271066666667,43.238928
76.89268316666667,43.23892250000001
76.89265483333334,43.23891933333333
76.89262583333334,43.2389155
76.8925975,43.238911333333334
76.89247933333333,43.238904166666664
76.89245216666667,43.238899999999994
76.89242349999999,43.238898
76.89239366666668,43.238898500000005
76.89236216666667,43.23889783333334
76.89233166666666,43.238895666666664
76.89230216666667,43.23889333333333
8.083333333333334,43.23888166666667
76.89218166666666,43.2388795
76.89214700000001,43.23887849999999
76.89208616666666,43.238877
76.89205616666666,43.2388705
76.89202283333334,43.2388675
76.89198800000001,43.23886533333333
76.891953,43.238863333333335
76.891919,43.23885983333333
76.8918865,43.238857499999995
76.89184983333332,43.238853500000005
76.89181533333334,43.238850666666664
76.8917845,43.238847333333325
76.89175416666667,43.238847166666666
76.891723,43.238842999999996
76.891693,43.23884233333333
76.89166533333334,43.23884066666666
76.8916345,43.23884283333334
0.3,43.23883333333333
76.891495,43.2388495
76.8914505,43.23883966666667
76.89143233333333,43.2388365
76.89141533333333,43.238830166666666
76.89139300000001,43.2388295
76.89131866666666,43.23882766666667
76.89130266666666,43.23882816666666
76.89128733333334,43.23882916666666
76.89127383333333,43.23882633333333
76.89125800000001,43.238821333333334
76.89124316666667,43.238817000000004
76.89123116666666,43.2388165
76.89122049999999,43.23881616666666
76.89121083333333,43.23881683333334
76.89118549999999,43.238818666666674
76.89117383333334,43.23881466666667
