GyroX,GyroY,GyroZ,NoiseX,NoiseY,NoiseZ,ExpGravityX,ExpGravityY,ExpGravityZ,ExpOxX,ExpOxY,ExpOxZ,ExpOyX,ExpOyY,ExpOyZ,AccX,AccY,AccZ,ExpSpeedX,ExpSpeedY,ExpSpeedZ,dT
-0.07980551312554225,0.0075941807147844875,-0.0006661562030512709,-0.0806282,0.009056392,-0.0030043644,0.034768187,0.009836333,0.99934703,0.99939543,-0.00034219836,-0.034766506,2.910383e-11,-0.9999516,0.009842283,0.4477157104492187,0.03591302490234375,11.312602844238281,0.0020221535,0.0,0.05109452,0.0045166016
-0.08113782553164478,0.011324655451871604,-0.002797856052815337,-0.0806282,0.009056392,-0.0030043644,0.034768187,0.009836333,0.99934703,0.99939543,-0.00034219836,-0.034766506,2.910383e-11,-0.9999516,0.009842283,0.4381389038085937,0.08140285644531249,11.159373937988281,0.015018705,0.0,0.382116,0.029663086
-0.08233690669713707,0.010258805526989571,-0.00479632466196915,-0.0806282,0.009056392,-0.0030043644,0.034768187,0.009836333,0.99934703,0.99939543,-0.00034219836,-0.034766506,2.910383e-11,-0.9999516,0.009842283,0.41898529052734373,0.05027823486328125,11.226411584472656,0.027447103,0.0,0.715126,0.029663086
-0.08060490056920376,0.010924961730040842,-0.0033307810152563544,-0.0806282,0.009056392,-0.0030043644,0.034768187,0.009836333,0.99934703,0.99939543,-0.00034219836,-0.034766506,2.910383e-11,-0.9999516,0.009842283,0.3591302490234375,0.14604630126953125,11.168950744628905,0.038100015,0.0,1.0464315,0.029663086
-0.07953905064432175,0.012390505376753637,-0.0009326186842717792,-0.0806282,0.009056392,-0.0030043644,0.034768187,0.009836333,0.99934703,0.99939543,-0.00034219836,-0.034766506,2.910383e-11,-0.9999516,0.009842283,0.4070142822265625,0.10773907470703124,11.264718811035156,0.050173316,0.0,1.3805779,0.029663086
-0.0816707504940858,0.007860643196004996,-0.0006661562030512709,-0.0806282,0.009056392,-0.0030043644,0.034768187,0.009836333,0.99934703,0.99939543,-0.00034219836,-0.034766506,2.910383e-11,-0.9999516,0.009842283,0.39743747558593745,0.031124621582031248,11.233594189453123,0.061962537,0.0,1.713801,0.029663086
-0.07953905064432175,0.008526799399056265,-0.005595712105630674,-0.0806282,0.009056392,-0.0030043644,0.034768187,0.009836333,0.99934703,0.99939543,-0.00034219836,-0.034766506,2.910383e-11,-0.9999516,0.009842283,0.36152445068359373,0.11252747802734374,11.17852755126953,0.07268647,0.0,2.0453906,0.029663086
-0.08113782553164478,0.01212404289553313,-0.0035972434964768626,-0.0806282,0.009056392,-0.0030043644,0.034768187,0.009836333,0.99934703,0.99939543,-0.00034219836,-0.034766506,2.910383e-11,-0.9999516,0.009842283,0.373495458984375,0.13168109130859373,11.171344946289063,0.0837655,0.0,2.3767672,0.029663086
-0.08153751925347555,0.011058192970651094,-0.0030643185340358454,-0.0806282,0.009056392,-0.0030043644,0.034768187,0.009836333,0.99934703,0.99939543,-0.00034219836,-0.034766506,2.910383e-11,-0.9999516,0.009842283,0.3758896606445312,0.08379705810546874,11.21683477783203,0.09491555,0.0,2.7094932,0.029663086
-0.08033843808798326,0.009326186842717792,-0.002398162330984575,-0.0806282,0.009056392,-0.0030043644,0.034768187,0.009836333,0.99934703,0.99939543,-0.00034219836,-0.034766506,2.910383e-11,-0.9999516,0.009842283,0.37828386230468747,0.06943184814453125,11.173739147949219,0.10613661,0.0,3.0409408,0.029663086
-0.08233690669713707,0.008127105677225504,-0.0037304747370871167,-0.0806282,0.009056392,-0.0030043644,0.034768187,0.009836333,0.99934703,0.99939543,-0.00034219836,-0.034766506,2.910383e-11,-0.9999516,0.009842283,0.41419688720703124,0.06943184814453125,11.252747802734374,0.11842297,0.0,3.374732,0.029663086
-0.08300306290018834,0.008393568158446012,-0.004396630940138387,-0.0806282,0.009056392,-0.0030043644,0.034768187,0.009836333,0.99934703,0.99939543,-0.00034219836,-0.034766506,2.910383e-11,-0.9999516,0.009842283,0.4165910888671875,0.12449848632812499,11.202469567871093,0.13078035,0.0,3.7070317,0.029663086
-0.07980551312554225,0.00985911180515881,-0.002531393571594829,-0.0806282,0.009056392,-0.0030043644,0.034768187,0.009836333,0.99934703,0.99939543,-0.00034219836,-0.034766506,2.910383e-11,-0.9999516,0.009842283,0.4572925170898437,0.1292868896484375,11.207257971191405,0.14428924,0.0,4.0381055,0.029541016
-0.08033843808798326,0.008526799399056265,-0.0014655436467127959,-0.0806282,0.009056392,-0.0030043644,0.034768187,0.009836333,0.99934703,0.99939543,-0.00034219836,-0.034766506,2.910383e-11,-0.9999516,0.009842283,0.373495458984375,0.15562310791015624,11.207257971191405,0.15536827,0.0,4.3705473,0.029663086
-0.07953905064432175,0.008526799399056265,-0.005595712105630674,-0.0806282,0.009056392,-0.0030043644,0.034768187,0.009836333,0.99934703,0.99939543,-0.00034219836,-0.034766506,2.910383e-11,-0.9999516,0.009842283,0.3950432739257812,0.08140285644531249,11.243170996093749,0.16708647,0.0,4.7040544,0.029663086
-0.08113782553164478,0.005062787143189658,-0.002797856052815337,-0.0806282,0.009056392,-0.0030043644,0.034768187,0.009836333,0.99934703,0.99939543,-0.00034219836,-0.034766506,2.910383e-11,-0.9999516,0.009842283,0.411802685546875,0.19153613281249998,11.322179650878905,0.17940234,0.0,5.0426693,0.029907227
-0.08033843808798326,0.010125574286379316,-0.002264931090374321,-0.0806282,0.009056392,-0.0030043644,0.034768187,0.009836333,0.99934703,0.99939543,-0.00034219836,-0.034766506,2.910383e-11,-0.9999516,0.009842283,0.41898529052734373,0.12689268798828124,11.288660827636718,0.19183074,0.0,5.377526,0.029663086
-0.07873966320066021,0.0075941807147844875,0.0009326186842717792,-0.0806282,0.009056392,-0.0030043644,0.034768187,0.009836333,0.99934703,0.99939543,-0.00034219836,-0.034766506,2.910383e-11,-0.9999516,0.009842283,0.354341845703125,0.08379705810546874,11.197681164550781,0.20234162,0.0,5.7096834,0.029663086
-0.08073813180981403,0.006794793271122962,-0.0003996937218307625,-0.0806282,0.009056392,-0.0030043644,0.034768187,0.009836333,0.99934703,0.99939543,-0.00034219836,-0.034766506,2.910383e-11,-0.9999516,0.009842283,0.39983167724609375,0.11013327636718749,11.166556542968749,0.21420185,0.0,6.040918,0.029663086
