GyroX,GyroY,GyroZ,NoiseX,NoiseY,NoiseZ,ExpGravityX,ExpGravityY,ExpGravityZ,ExpOxX,ExpOxY,ExpOxZ,ExpOyX,ExpOyY,ExpOyZ,AccX,AccY,AccZ,ExpSpeedX,ExpSpeedY,ExpSpeedZ,dT
-0.0816707504940858,0.009192955602107537,0.00159877488732305,-0.07518506,0.015340245,-0.0028924504,0.034513842,0.0073021953,0.9993775,0.9994042,-0.00025217704,-0.03451292,2.910383e-11,-0.99997336,0.007306549,0.36391865234375,0.1484405029296875,11.247959399414063,0.0019629707,0.0,0.06067129,0.005393982
-0.08047166932859352,0.010791730489430587,-0.003464012255866608,-0.07518506,0.015340245,-0.0028924504,0.034513842,0.0073021953,0.9993775,0.99940425,-0.00025217707,-0.034512922,2.910383e-11,-0.99997336,0.007306549,0.3902548706054687,0.023942016601562498,11.195286962890624,0.043182213,0.0,1.2431325,0.10562134
-0.08087136305042428,0.013589586542245924,-0.0026646248122050836,-0.07518506,0.015340245,-0.0028924504,0.034513842,0.0073021953,0.9993775,0.99940425,-0.00025217707,-0.034512922,2.910383e-11,-0.99997336,0.007306549,0.316034619140625,0.0718260498046875,11.243170996093749,0.07668277,0.0,2.43494,0.10600281
-0.08127105677225505,0.009992343045769061,-0.0031975497746461,-0.07518506,0.015340245,-0.0028924504,0.034513842,0.0073021953,0.9993775,0.99940425,-0.00025217707,-0.034512922,2.910383e-11,-0.99997336,0.007306549,0.373495458984375,0.105344873046875,11.214440576171874,0.1162031,0.0,3.6215632,0.10581207
-0.07780704451638844,0.011457886692481857,-0.0030643185340358454,-0.07518506,0.015340245,-0.0028924504,0.034513842,0.0073021953,0.9993775,0.99940425,-0.00025217707,-0.034512922,2.910383e-11,-0.99997336,0.007306549,0.37828386230468747,0.06464344482421874,11.228805786132812,0.15620412,0.0,4.808935,0.10574341
-0.08326952538140886,0.009459418083328047,-0.0029310872934255917,-0.07518506,0.015340245,-0.0028924504,0.034513842,0.0073021953,0.9993775,0.99940425,-0.00025217707,-0.034512922,2.910383e-11,-0.99997336,0.007306549,0.354341845703125,0.08379705810546874,11.238382592773437,0.19378427,0.0,6.0008354,0.10605621
-0.0770076570727269,0.012390505376753637,-0.00159877488732305,-0.07518506,0.015340245,-0.0028924504,0.034513842,0.0073021953,0.9993775,0.99940425,-0.00025217707,-0.034512922,2.910383e-11,-0.99997336,0.007306549,0.411802685546875,0.07422025146484375,11.202469567871093,0.23736425,0.0,7.1863627,0.10582733
-0.07953905064432175,0.010258805526989571,-0.001732006127933304,-0.07518506,0.015340245,-0.0028924504,0.034513842,0.0073021953,0.9993775,0.99940425,-0.00025217707,-0.034512922,2.910383e-11,-0.99997336,0.007306549,0.3711012573242187,0.07900865478515624,11.298237634277344,0.27662274,0.0,8.381594,0.105789185
-0.08033843808798326,0.013589586542245924,-0.0013323124061025418,-0.07518506,0.015340245,-0.0028924504,0.034513842,0.0073021953,0.9993775,0.99940425,-0.00025217707,-0.034512922,2.910383e-11,-0.99997336,0.007306549,0.3758896606445312,0.09576806640624999,11.314997045898437,0.31635913,0.0,9.577735,0.10571289
-0.08073813180981403,0.012923430339194655,0.0014655436467127959,-0.07518506,0.015340245,-0.0028924504,0.034513842,0.0073021953,0.9993775,0.99940425,-0.00025217707,-0.034512922,2.910383e-11,-0.99997336,0.007306549,0.40462008056640625,0.062249243164062495,11.329362255859374,0.35919443,0.0,10.777123,0.10586548
