GyroX,GyroY,GyroZ,ExpGravityX,ExpGravityY,ExpGravityZ,ExpOxX,ExpOxY,ExpOxZ,ExpOyX,ExpOyY,ExpOyZ,AccX,AccY,AccZ,ExpSpeedX,ExpSpeedY,ExpSpeedZ,dT
0.0,0.0,0.0,0.10646693,-0.022106709,0.9940705,0.9943163,0.0023670874,-0.10644062,-2.3283067e-10,-0.9997529,-0.022233076,-0.05935233039855958,-0.04031837410926817,0.0007664871215808944,0.0,0.0,0.0,0.0044555664
0.0,0.0,0.0,0.10646693,-0.022106709,0.9940705,0.9943163,0.0023670874,-0.10644062,-2.3283067e-10,-0.9997529,-0.022233076,-0.0449871204376221,-0.04031837410926817,0.06301573028564356,0.0,0.0,0.0,0.025939941
0.0,0.0,0.0,0.10646693,-0.022106709,0.9940705,0.9943163,0.0023670874,-0.10644062,-2.3283067e-10,-0.9997529,-0.022233076,-0.0018914905548096383,0.036296079015731814,-0.0183871261596682,0.0,0.0,0.0,0.025817871
0.0,0.0,0.0,0.10646693,-0.022106709,0.9940705,0.9943163,0.0023670874,-0.10644062,-2.3283067e-10,-0.9997529,-0.022233076,0.002896912765502857,-0.002011147546768177,-0.03275233612060546,0.0,0.0,0.0,0.025817871
0.0,0.0,0.0,0.10646693,-0.022106709,0.9940705,0.9943163,0.0023670874,-0.10644062,-2.3283067e-10,-0.9997529,-0.022233076,-0.04977552375793459,-0.03792417244911192,0.02231430206298768,0.0,0.0,0.0,0.025817871
0.0,0.0,0.0,0.10646693,-0.022106709,0.9940705,0.9943163,0.0023670874,-0.10644062,-2.3283067e-10,-0.9997529,-0.022233076,-0.0401987171173096,0.04587288565635683,-0.03993494110107498,0.0,0.0,0.0,0.025817871
0.0,0.0,0.0,0.10646693,-0.022106709,0.9940705,0.9943163,0.0023670874,-0.10644062,-2.3283067e-10,-0.9997529,-0.022233076,-0.0449871204376221,0.036296079015731814,0.0031606887817385854,0.0,0.0,0.0,0.025756836
0.0,0.0,0.0,0.10646693,-0.022106709,0.9940705,0.9943163,0.0023670874,-0.10644062,-2.3283067e-10,-0.9997529,-0.022233076,-0.07132333869934082,-0.025953164148330682,0.02231430206298768,0.0,0.0,0.0,0.0256958
0.0,0.0,0.0,0.10646693,-0.022106709,0.9940705,0.9943163,0.0023670874,-0.10644062,-2.3283067e-10,-0.9997529,-0.022233076,0.03402153434753408,-0.006799550867080673,-0.03035813446044955,0.0,0.0,0.0,0.025817871
0.0,0.0,0.0,0.10646693,-0.022106709,0.9940705,0.9943163,0.0023670874,-0.10644062,-2.3283067e-10,-0.9997529,-0.022233076,0.0005027111053466093,-0.013982155847549416,0.0031606887817385854,0.0,0.0,0.0,0.025756836
0.0,0.0,0.0,0.10646693,-0.022106709,0.9940705,0.9943163,0.0023670874,-0.10644062,-2.3283067e-10,-0.9997529,-0.022233076,0.007685316085815352,0.024325070714950575,-0.004021916198730935,0.0,0.0,0.0,0.026733398
0.0,0.0,0.0,0.10646693,-0.022106709,0.9940705,0.9943163,0.0023670874,-0.10644062,-2.3283067e-10,-0.9997529,-0.022233076,0.0699345592498779,-0.016376357507705663,0.10611136016845713,0.0,0.0,0.002772478,0.026245117
0.0,0.0,0.0,0.10646693,-0.022106709,0.9940705,0.9943163,0.0023670874,-0.10644062,-2.3283067e-10,-0.9997529,-0.022233076,-0.06414073371887208,-0.006799550867080673,-0.03275233612060546,0.0,0.0,0.002772478,0.025939941
