GyroX,GyroY,GyroZ,ExpGravityX,ExpGravityY,ExpGravityZ,ExpOxX,ExpOxY,ExpOxZ,ExpOyX,ExpOyY,ExpOyZ,AccX,AccY,AccZ,AccNoiseX,AccNoiseY,AccNoiseZ,ExpSpeedX,ExpSpeedY,ExpSpeedZ,dT
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,0.005698298835754345,0.0425210122525692,0.04927365264892458,2.8491494178771725e-05,0.000212605061262846,0.0002463682632446229,0.0,0.0,0.0,0.0051727295
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.035003129386901866,-0.036487642532587045,-0.008187187194824475,-0.00014666661022663148,2.9103823293596514e-05,0.00020420048595427742,0.0,0.0,0.0,0.020347595
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.001484306144714398,0.023367398971319203,-0.008187187194824475,-0.0001533548078990703,0.00014579529903372456,0.00016224354755038365,0.0,0.0,0.0,0.017326355
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.03979153270721436,-0.012545625931024554,-0.020158195495605824,-0.00035154569739564675,8.233819288343317e-05,6.0641352334602606e-05,0.0,0.0,0.0,0.017333984
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.03021472606658937,-0.04606444917321205,0.0061780227661127896,-0.0005008615992416153,-0.00014839574394704425,9.122825940349353e-05,0.0,0.0,0.0,0.017250061
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,0.024851912117004327,0.02576160063147545,-0.05367701873779396,-0.00037409773066038565,-1.8845762069931763e-05,-0.0001776129755824937,0.0,0.0,0.0,0.017234802
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,0.0033040971755980975,0.016184793990850453,-0.02255239715576174,-0.00035570675612909327,6.217243669467016e-05,-0.00028948689648338995,0.0,0.0,0.0,0.01737976
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,0.005698298835754345,-0.036487642532587045,0.04927365264892458,-0.00032543672816967605,-0.00012057663815173844,-4.16711987563501e-05,0.0,0.0,0.0,0.016845703
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.0038785078048706456,-0.03169923921227455,0.0061780227661127896,-0.0003432020835531809,-0.0002784699510223525,-1.0572728932004397e-05,0.0,0.0,0.0,0.016860962
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,0.07034174365997314,0.0281558022916317,0.0325142410278314,1.0222645164450724e-05,-0.00013629858980908222,0.00015205133985181265,0.0,0.0,0.0,0.016868591
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.006272709465026893,-0.02691083589196204,-0.06804222869873122,-2.1192015386505997e-05,-0.00027017127631984703,-0.00018892006034110253,0.0,0.0,0.0,0.016868591
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.03260892772674562,-0.005363020950555797,-0.01297559051513808,-0.00018413069394330154,-0.00029563552469102683,-0.00025285341261508743,0.0,0.0,0.0,0.017326355
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,0.03921712207794181,0.0808282388150692,-0.020158195495605824,1.2875569916124033e-05,0.00010998384700777432,-0.00035238012303004114,0.0,0.0,0.0,0.016899109
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.05415674266815196,-0.002968819290399549,0.04209104766845684,-0.00025797252127421637,9.45898313207377e-05,-0.00014016298407260676,0.0,0.0,0.0,0.016990662
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.03260892772674562,-0.0293050375521183,0.025331636047361883,-0.0004197272973015734,-5.240830559645751e-05,-1.2803988915434302e-05,0.0,0.0,0.0,0.016937256
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.03260892772674562,-0.022122432571649545,-0.01776399383544991,-0.0005806732994487935,-0.00016275842692672294,-0.00010155993814810668,0.0,0.0,0.0,0.016860962
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,0.07991855030059813,0.03533840727210045,0.07321566925048728,-0.00017817718144855888,1.4747401568412921e-05,0.0002650262077950703,0.0,0.0,0.0,0.016845703
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,0.048793928718566804,0.0066079873502254485,0.03012003936767549,6.668334805151794e-05,4.77136013116981e-05,0.0004143012735944724,0.0,0.0,0.0,0.016860962
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.0038785078048706456,-0.02691083589196204,0.010966426086424619,4.6957392286907125e-05,-8.70791461546706e-05,0.0004670618976586231,0.0,0.0,0.0,0.016937256
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,0.03442871875762932,-0.019728230911493297,0.010966426086424619,0.0002188661991136192,-0.00018528490498136374,0.0005195587186024531,0.0,0.0,0.0,0.016845703
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.001484306144714398,0.0329442056119442,-0.04649441375732444,0.0002103503373944791,-1.9637452396735906e-05,0.0002844888562228186,0.0,0.0,0.0,0.016830444
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.027820524406433123,-0.0077572226107120446,0.015754829406738224,7.019596367534108e-05,-5.832537818831245e-05,0.0003618405589753957,0.0,0.0,0.0,0.016815186
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,0.0009098955154418498,0.004213785690069201,0.08279247589111272,7.439446143417362e-05,-3.696482284702488e-05,0.0007739937356360823,0.0,0.0,0.0,0.016860962
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.03979153270721436,-0.010151424270868292,0.06124466094970593,-0.00012493517440906906,-8.753712008713121e-05,0.0010763470717064317,0.0,0.0,0.0,0.016921997
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,0.03442871875762932,0.0329442056119442,0.04687945098876867,4.783309525112288e-05,7.762159357302547e-05,0.0013053625912917428,0.0,0.0,0.0,0.016845703
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,0.04161132373809817,0.009002189010381703,-0.04410021209716852,0.0002556505484653581,0.00012224443065706885,0.0010783347178494416,0.0,0.0,0.0,0.016815186
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.09485817089080817,0.023367398971319203,-0.02973500213623126,-0.00021991855873100958,0.00023847020336037952,0.000924268033579038,0.0,0.0,0.0,0.016830444
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.023032121086120627,0.01139639067053795,-0.01776399383544991,-0.0003339795713679577,0.00029425980569626736,0.0008308267242338932,0.0,0.0,0.0,0.016845703
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.04936833934783946,0.044915213912725446,0.07800407257080089,-0.0005791513702503152,0.0005173645762314133,0.0012166929534667282,0.0,0.0,0.0,0.016830444
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,0.10146636524200425,0.0066079873502254485,0.025331636047361883,-6.892378718904239e-05,0.0005478176901013834,0.001337267668936204,0.0017030792,0.0,0.0,0.016784668
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.046974137687683104,0.04012681059241295,-0.027340800476075344,-0.00030344985669151267,0.0007457126546129413,0.0011938773282111463,0.0017030792,0.0,0.0,0.016815186
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.018243717765808132,-0.022122432571649545,-0.01776399383544991,-0.00039315119623709575,0.0006313719284816287,0.001099087972392841,0.0017030792,0.0,0.0,0.016815186
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.12358859081268314,0.02097319731116295,0.03490844268798732,-0.001009128394319326,0.0007330810553950354,0.0012681347459708135,-0.00038451495,0.0,0.0,0.01689148
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,0.024851912117004327,-0.0293050375521183,0.01336062774658231,-0.0008798231917627078,0.0005828904623574687,0.001328597210973871,-0.00038451495,0.0,0.0,0.016815186
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.07091615428924569,-0.0293050375521183,0.02293743438720597,-0.0012300048472501227,0.00043345082228508984,0.0014366413968550315,-0.00038451495,0.0,0.0,0.017318726
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,0.027246113777160574,-0.05324705415368079,-0.09437844696044984,-0.0010876242541280692,0.0001650482974052604,0.0009575659550685071,-0.00038451495,0.0,0.0,0.01687622
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.046974137687683104,0.016184793990850453,-0.02973500213623126,-0.0013170568212958443,0.00024514702587248637,0.0008041031146120083,-0.00038451495,0.0,0.0,0.016906738
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,0.06555334033966065,-0.02691083589196204,-0.008187187194824475,-0.0009827048354910618,0.00010936711128331373,0.0007591466630648258,-0.00038451495,0.0,0.0,0.016815186
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.006272709465026893,0.0281558022916317,0.05885045928955002,-0.0010091548586387408,0.00024959928718505566,0.0010496032261972518,-0.00038451495,0.0,0.0,0.016784668
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,0.027246113777160574,-0.022122432571649545,0.015754829406738224,-0.0008678785154597442,0.00013773912789088268,0.0011231293570999566,-0.00038451495,0.0,0.0,0.016830444
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.001484306144714398,0.016184793990850453,0.09476348419189407,-0.0008709606536060174,0.0002179744022056805,0.0015913311312739271,-0.00038451495,0.0,0.0,0.016799927
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,0.0033040971755980975,0.0281558022916317,-0.01776399383544991,-0.0008500853644599968,0.00035766354165281064,0.001494554506440308,-0.00038451495,0.0,0.0,0.016830444
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.05415674266815196,0.04970361723303795,0.027725837707519574,-0.0011166186509784567,0.0006043933101097363,0.0016257109224457043,-0.00038451495,0.0,0.0,0.016860962
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,0.036822920417785676,-0.04127604585289954,0.02293743438720597,-0.000926920955634636,0.00039499111429468995,0.0017322695397695056,-0.00038451495,0.0,0.0,0.016799927
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,-0.05176254100799571,-0.012545625931024554,0.0061780227661127896,-0.0011810990558964415,0.0003302880290680937,0.001754498305901222,-0.00038451495,0.0,0.0,0.016784668
0.0,0.0,0.0,0.10018468,-0.0058975965,0.99495137,0.9949689,0.0005938365,-0.10018292,0.0,-0.9999825,-0.005927419,0.07513014698028564,-0.019728230911493297,0.010966426086424619,-0.000799542825715531,0.00022999543436528678,0.001800557944803839,-0.00038451495,0.0,0.0,0.016830444
