InpGyro_1X,InpGyro_1Y,InpGyro_1Z,InpGyro_2X,InpGyro_2Y,InpGyro_2Z,GyroX,GyroY,GyroZ,ExpGravityX,ExpGravityY,ExpGravityZ,ExpOxX,ExpOxY,ExpOxZ,ExpOyX,ExpOyY,ExpOyZ,AccX,AccY,AccZ,AccNoiseX,AccNoiseY,AccNoiseZ,ExpSpeedX,ExpSpeedY,ExpSpeedZ,dT
-0.03397396635561481,0.00013323124061025415,0.010658499248820334,0.02744563556571236,0.03144257278401998,-0.015454823910789483,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,-0.05287594,0.068917096,0.002943039,-0.0002643797,0.00034458548,1.4715194e-05,0.0,0.0,0.0,0.0069122314
-0.03130934154340973,0.001732006127933304,0.0039969372183076245,0.030909647821578966,0.03317457891195329,-0.016254211354451008,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,-0.03611653,0.013850458,0.049630165,-0.00044364046,0.00041211484,0.00026279243,0.0,0.0,0.0,0.027618408
-0.03064318534035846,0.0039969372183076245,0.007860643196004996,0.031575804024630234,0.03464012255866608,-0.015188361429568975,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,0.09676166,0.0066678524,0.014914513,4.2386033e-05,0.0004433935,0.00033605105,0.0,0.0,0.0,0.027542114
-0.03037672285913795,0.0009326186842717792,0.008127105677225504,0.031575804024630234,0.035705972483548114,-0.01572128639200999,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,-0.02294842,0.010259155,-0.017407417,-7.2568e-05,0.0004924723,0.00024733372,0.0,0.0,0.0,0.027557373
-0.029577335415476424,0.0031975497746461,0.0075941807147844875,0.027978560528153375,0.033041347671343035,-0.013056661579804908,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,-0.0025977045,0.019835964,-0.060503006,-8.5193686e-05,0.00058918976,-5.641798e-05,0.0,0.0,0.0,0.027496338
-0.02691271060327134,0.002398162330984575,0.011724349173702367,0.031842266505850744,0.032774885190122525,-0.01572128639200999,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,0.05007473,0.038989577,0.011322975,0.00016560593,0.0007811917,4.7898357e-07,0.0,0.0,0.0,0.027496338
-0.0287779479718149,0.0039969372183076245,0.0095926493239383,0.03064318534035846,0.033041347671343035,-0.015454823910789483,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,0.016555909,-0.029245172,0.0017461777,0.00024755744,0.00063105987,9.207477e-06,0.0,0.0,0.0,0.02748108
-0.0305099540997482,0.0035972434964768626,0.009992343045769061,0.030909647821578966,0.03384073511500456,-0.0191852986478766,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,-0.0049919076,0.01744176,0.025688171,0.00022136013,0.00071511336,0.00013760228,0.0,0.0,0.0,0.02746582
-0.03144257278401998,0.002398162330984575,0.009459418083328047,0.031842266505850744,0.03450689131805583,-0.01372281778285618,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,-0.0025977045,-0.0053031556,-0.030575752,0.0002072648,0.000685022,-1.5964484e-05,0.0,0.0,0.0,0.02746582
-0.028644716731204646,0.0019984686091538122,0.007727411955394742,0.03317457891195329,0.03170903526524049,-0.01705359879811253,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,-0.07442375,0.004273653,-0.00064754486,-0.00016589028,0.00070296513,-1.9122386e-05,0.0,0.0,0.0,0.02746582
-0.029843797896696934,0.004396630940138387,0.012390505376753637,0.031842266505850744,0.036105666205378875,-0.014522205226517705,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,-0.01097741,-0.048398785,0.029279709,-0.00021994788,0.0004574564,0.00012737176,0.0,0.0,0.0,0.02748108
-0.026779479362661087,0.002797856052815337,0.0075941807147844875,0.031975497746460996,0.03370750387439431,-0.016520673835671518,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,-0.019357117,0.031806972,0.053221703,-0.00031563372,0.000614204,0.00039284342,0.0,0.0,0.0,0.027526855
-0.032241960227681506,0.004529862180748642,0.011191424211261349,0.0334410413931738,0.03464012255866608,-0.015454823910789483,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,-0.018160015,0.021033064,0.0627985,-0.00040485564,0.00071629824,0.0007048717,0.0,0.0,0.0,0.02772522
-0.02717917308449185,0.0021316998497640663,0.009992343045769061,0.03397396635561481,0.03410719759622506,-0.017586523760553547,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,-0.0014006048,-0.044807483,0.01850605,-0.00040983438,0.0004886794,0.00079387764,0.0,0.0,0.0,0.027526855
-0.0302434916185277,0.005196018383799912,0.009326186842717792,0.0302434916185277,0.02904441045303541,-0.018785604926045835,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,-0.016962916,-0.016077062,-0.042546272,-0.0004925998,0.0004058507,0.00057717686,0.0,0.0,0.0,0.02748108
-0.02904441045303541,0.002264931090374321,0.009459418083328047,0.029177641693645662,0.03317457891195329,-0.015588055151399738,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,-0.07801506,0.011456255,-0.0042390823,-0.00088021206,0.0004611027,0.0005530956,0.0,0.0,0.0,0.027435303
-0.03064318534035846,-0.0002664624812205083,0.007061255752343471,0.03130934154340973,0.02971056665608668,-0.014921898948348467,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,-0.03611653,0.013850458,0.029279709,-0.0010563936,0.0005280495,0.00069672865,0.0,0.0,0.0,0.027435303
-0.02851148549059439,0.0031975497746461,0.00866003063966652,0.032241960227681506,0.03290811643073278,-0.01212404289553313,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,-0.020554218,-0.050792985,-0.011422157,-0.0011538827,0.00027144433,0.00063613424,0.0,0.0,0.0,0.027450562
-0.0305099540997482,0.0006661562030512709,0.009725880564548555,0.02851148549059439,0.03557274124293786,-0.016254211354451008,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,0.027329814,-0.023259668,-0.015012741,-0.0010114643,0.00015378876,0.00055788987,0.0,0.0,0.0,0.027450562
-0.03144257278401998,0.004263399699528133,0.00866003063966652,0.03064318534035846,0.03317457891195329,-0.01505513018895872,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,0.0009935983,-0.0065002553,0.002943039,-0.0010014389,0.00012051854,0.00056981563,0.0,0.0,0.0,0.02746582
-0.029843797896696934,0.002531393571594829,0.009192955602107537,0.03144257278401998,0.032774885190122525,-0.01851914244482533,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,-0.034919426,-0.0005147513,0.012519836,-0.0011710289,0.00011734219,0.00062956574,0.0,0.0,0.0,0.02748108
-0.028644716731204646,-0.0005329249624410166,0.008926493120887028,0.026513016881440577,0.03557274124293786,-0.013323124061025418,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,-0.049284637,-0.010091558,-0.037757874,-0.001411597,6.629769e-05,0.00043762857,0.0,0.0,0.0,0.02746582
-0.02971056665608668,0.0019984686091538122,0.0095926493239383,0.03583920372415837,0.033307810152563545,-0.015188361429568975,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,-0.014568714,-0.098677024,-0.066488266,-0.0014773826,-0.0004274189,0.000102999096,0.0,0.0,0.0,0.027999878
-0.031176110302799476,0.0035972434964768626,0.007061255752343471,0.026646248122050836,0.036505359927209644,-0.016787136316892024,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,0.06324284,0.048566382,-0.0054359436,-0.0011537815,-0.0001824499,7.5304386e-05,0.0,0.0,0.0,0.02947998
-0.028245023009373885,0.0018652373685435584,0.009059724361497283,0.03037672285913795,0.032241960227681506,-0.013589586542245924,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,0.03092112,0.02821567,-0.025787354,-0.0009934071,-4.0459316e-05,-5.4008902e-05,0.0,0.0,0.0,0.029785156
-0.02997702913730719,0.005462480865020421,0.008793261880276773,0.029177641693645662,0.03397396635561481,-0.013323124061025418,0.0,0.0,0.0,0.005017768,0.0032979306,0.99998194,0.9999875,-1.654846e-05,-0.0050177407,-1.8189894e-12,-0.9999946,0.0032979725,-0.030131023,0.019835964,0.054418564,-0.0011390953,5.8922797e-05,0.00021835396,0.0,0.0,0.0,0.029434204
