GyroX,GyroY,GyroZ,ExpGravityX,ExpGravityY,ExpGravityZ,ExpOxX,ExpOxY,ExpOxZ,ExpOyX,ExpOyY,ExpOyZ,AccX,AccY,AccZ,ExpSpeedX,ExpSpeedY,ExpSpeedZ,dT
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8595183959960937,-0.17238251953125,8.221688500976562,0.0,0.0,0.0,0.0043945312
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8858546142578124,-0.18435352783203124,8.264784130859374,0.0,0.0,0.0,0.015991211
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8379705810546875,-0.181959326171875,8.24802471923828,0.0,0.0,0.0,0.01586914
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8954314208984374,-0.15083470458984374,8.343792785644531,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.9026140258789062,-0.22744915771484372,8.336610180664062,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8547299926757812,-0.22266075439453123,8.310273962402343,0.0,0.0,0.0,0.01586914
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.86191259765625,-0.24181436767578124,8.281543542480469,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.7852981445312499,-0.15083470458984374,8.226476904296874,0.0,0.0,0.0,0.01586914
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8451531860351562,-0.19871873779296872,8.271966735839843,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8643067993164062,-0.18435352783203124,8.252813122558594,0.0,0.0,0.0,0.01586914
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8906430175781249,-0.20829554443359374,8.161833459472655,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.9361328491210937,-0.18914193115234373,8.219294299316406,0.0,0.0,0.0,0.016113281
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8595183959960937,-0.15322890625,8.262389929199218,0.0,0.0,0.0,0.01586914
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8834604125976562,-0.20350714111328125,8.317456567382813,0.0,0.0,0.0,0.01586914
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8571241943359375,-0.15083470458984374,8.228871105957031,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8595183959960937,-0.16519991455078123,8.279149340820313,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.9074024291992187,-0.14125789794921875,8.276755139160155,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8307879760742187,-0.19393033447265623,8.259995727539062,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.9074024291992187,-0.1867477294921875,8.279149340820313,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8547299926757812,-0.14604630126953125,8.200140686035155,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.9193734375,-0.201112939453125,8.298302954101562,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8762778076171874,-0.143652099609375,8.188169677734374,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8978256225585937,-0.18435352783203124,8.228871105957031,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8547299926757812,-0.15322890625,8.207323291015625,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8882488159179687,-0.17477672119140625,8.283937744140625,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.7996633544921875,-0.1580173095703125,8.173804467773436,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8810662109374999,-0.19871873779296872,8.257601525878906,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8259995727539062,-0.1197100830078125,8.221688500976562,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.852335791015625,-0.13407529296874998,8.238447912597655,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.9457096557617187,-0.19871873779296872,8.243236315917969,0.0,0.0,0.0,0.01586914
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8882488159179687,-0.19871873779296872,8.157045056152343,0.0,0.0,0.0,0.01574707
0.0,0.0,0.0,0.10389371,-0.021239169,0.99436164,0.99458843,0.0022186225,-0.103870034,0.0,-0.99977195,-0.021354731,0.8403647827148437,-0.21787235107421873,8.28633194580078,0.0,0.0,0.0,0.01574707
