InpGyro_1X,InpGyro_1Y,InpGyro_1Z,InpGyro_2X,InpGyro_2Y,InpGyro_2Z,GyroX,GyroY,GyroZ,ExpGravityX,ExpGravityY,ExpGravityZ,ExpOxX,ExpOxY,ExpOxZ,ExpOyX,ExpOyY,ExpOyZ,AccX,AccY,AccZ,AccNoiseX,AccNoiseY,AccNoiseZ,ExpSpeedX,ExpSpeedY,ExpSpeedZ,dT
-0.029843797896696934,0.000799387443661525,0.00866003063966652,0.032774885190122525,0.02971056665608668,-0.017586523760553547,0.0,0.0,0.0,0.008728614,-0.006066238,0.9999435,0.999962,5.295187e-05,-0.008728454,0.0,-0.99998164,-0.00606647,0.026360154,-0.014173683,0.01668644,0.00013180077,-7.086841e-05,8.34322e-05,0.0,0.0,0.0,0.008857727
-0.02997702913730719,0.0037304747370871167,0.011058192970651094,0.028245023009373885,0.029843797896696934,-0.013323124061025418,0.0,0.0,0.0,0.008728614,-0.006066238,0.9999435,0.999962,5.295187e-05,-0.008728454,0.0,-0.99998164,-0.00606647,-0.008355767,-0.041706998,-0.007255554,8.936294e-05,-0.00027904904,4.6737267e-05,0.0,0.0,0.0,0.033210754
-0.028245023009373885,0.00159877488732305,0.010258805526989571,0.027312404325102103,0.02691271060327134,-0.014255742745297196,0.0,0.0,0.0,0.008728614,-0.006066238,0.9999435,0.999962,5.295187e-05,-0.008728454,0.0,-0.99998164,-0.00606647,-0.017932575,-0.009385277,0.033446312,-7.4675336e-07,-0.00032458018,0.00021373514,0.0,0.0,0.0,0.03010559
-0.0302434916185277,0.002398162330984575,0.007860643196004996,0.03144257278401998,0.02904441045303541,-0.016254211354451008,0.0,0.0,0.0,0.008728614,-0.006066238,0.9999435,0.999962,5.295187e-05,-0.008728454,0.0,-0.99998164,-0.00606647,-0.025115177,-0.021356288,-7.247925e-05,-0.0001263189,-0.00042973872,0.00021230406,0.0,0.0,0.0,0.029640198
-0.028911179212425153,-0.0003996937218307625,0.00985911180515881,0.0305099540997482,0.03037672285913795,-0.014788667707738212,0.0,0.0,0.0,0.008728614,-0.006066238,0.9999435,0.999962,5.295187e-05,-0.008728454,0.0,-0.99998164,-0.00606647,-0.0526485,-0.018962082,0.014292717,-0.0003889298,-0.0005224004,0.0002827061,0.0,0.0,0.0,0.029571533
-0.029577335415476424,-0.00159877488732305,0.009725880564548555,0.03144257278401998,0.031042879062189218,-0.01692036755750228,0.0,0.0,0.0,0.008728614,-0.006066238,0.9999435,0.999962,5.295187e-05,-0.008728454,0.0,-0.99998164,-0.00606647,-0.019129675,0.0037828311,0.001124382,-0.0004826335,-0.00050087424,0.0002869145,0.0,0.0,0.0,0.029472351
-0.03064318534035846,0.0013323124061025418,0.008793261880276773,0.028644716731204646,0.028245023009373885,-0.01732006127933304,0.0,0.0,0.0,0.008728614,-0.006066238,0.9999435,0.999962,5.295187e-05,-0.008728454,0.0,-0.99998164,-0.00606647,0.021571755,0.007374134,-0.02162075,-0.00037236157,-0.0004614992,0.00017737619,0.0,0.0,0.0,0.02973175
-0.03037672285913795,0.0011990811654922875,0.00866003063966652,0.03264165394951227,0.03144257278401998,-0.017586523760553547,0.0,0.0,0.0,0.008728614,-0.006066238,0.9999435,0.999962,5.295187e-05,-0.008728454,0.0,-0.99998164,-0.00606647,-0.0562398,0.048075564,-0.08865833,-0.0006516988,-0.00021881389,-0.00026680232,0.0,0.0,0.0,0.02999878
-0.031975497746460996,0.0006661562030512709,0.00866003063966652,0.03170903526524049,0.028111791768763626,-0.01692036755750228,0.0,0.0,0.0,0.008728614,-0.006066238,0.9999435,0.999962,5.295187e-05,-0.008728454,0.0,-0.99998164,-0.00606647,-0.029903583,-0.018962082,-0.0707016,-0.00079795823,-0.00031253023,-0.0006189763,0.0,0.0,0.0,0.030014038
-0.029310872934255914,0.000799387443661525,0.01052526800821008,0.027712098046932865,0.02744563556571236,-0.017186830038722786,0.0,0.0,0.0,0.008728614,-0.006066238,0.9999435,0.999962,5.295187e-05,-0.008728454,0.0,-0.99998164,-0.00606647,0.026360154,-0.015370782,0.028657913,-0.0006621677,-0.0003878215,-0.00047259184,0.0,0.0,0.0,0.029953003
-0.03064318534035846,-0.001732006127933304,0.008393568158446012,0.030909647821578966,0.03144257278401998,-0.017586523760553547,0.0,0.0,0.0,0.008728614,-0.006066238,0.9999435,0.999962,5.295187e-05,-0.008728454,0.0,-0.99998164,-0.00606647,0.0036152378,0.021739345,0.026263237,-0.0006407806,-0.00027718567,-0.0003389127,0.0,0.0,0.0,0.030021667
-0.02971056665608668,0.002264931090374321,0.0095926493239383,0.028644716731204646,0.0302434916185277,-0.017186830038722786,0.0,0.0,0.0,0.008728614,-0.006066238,0.9999435,0.999962,5.295187e-05,-0.008728454,0.0,-0.99998164,-0.00606647,-0.025115177,0.0037828311,0.05379677,-0.00076315255,-0.0002568856,-6.823431e-05,0.0,0.0,0.0,0.029960632
-0.0302434916185277,-0.0018652373685435584,0.008926493120887028,0.03290811643073278,0.029177641693645662,-0.01532159267017923,0.0,0.0,0.0,0.008728614,-0.006066238,0.9999435,0.999962,5.295187e-05,-0.008728454,0.0,-0.99998164,-0.00606647,-0.033494886,-0.009385277,-0.0084524155,-0.00092681125,-0.00030252754,-0.00011015522,0.0,0.0,0.0,0.030525208
-0.03290811643073278,0.0002664624812205083,0.007993874436615249,0.0305099540997482,0.03170903526524049,-0.017852986241774057,0.0,0.0,0.0,0.008728614,-0.006066238,0.9999435,0.999962,5.295187e-05,-0.008728454,0.0,-0.99998164,-0.00606647,-0.03948039,-0.0357215,-0.018029213,-0.0011195792,-0.0004796224,-0.0001997505,0.0,0.0,0.0,0.030090332
-0.03037672285913795,0.0037304747370871167,0.009725880564548555,0.03170903526524049,0.029577335415476424,-0.014255742745297196,0.0,0.0,0.0,0.008728614,-0.006066238,0.9999435,0.999962,5.295187e-05,-0.008728454,0.0,-0.99998164,-0.00606647,-0.011947073,0.036104552,0.014292717,-0.0011737166,-0.00029670156,-0.00012728816,0.0,0.0,0.0,0.029563904
-0.0287779479718149,0.0014655436467127959,0.006928024511733216,0.031176110302799476,0.032375191468291764,-0.016254211354451008,0.0,0.0,0.0,0.008728614,-0.006066238,0.9999435,0.999962,5.295187e-05,-0.008728454,0.0,-0.99998164,-0.00606647,0.008403644,0.00019152835,0.040628433,-0.0011258298,-0.00029426042,7.649044e-05,0.0,0.0,0.0,0.02947998
-0.029444104174866172,-0.0006661562030512709,0.009326186842717792,0.030909647821578966,0.0305099540997482,-0.013589586542245924,0.0,0.0,0.0,0.008728614,-0.006066238,0.9999435,0.999962,5.295187e-05,-0.008728454,0.0,-0.99998164,-0.00606647,-0.0562398,0.007374134,-0.020422935,-0.0014013996,-0.00025591842,-2.6006688e-05,0.0,0.0,0.0,0.029426575
-0.03144257278401998,-0.0006661562030512709,0.009725880564548555,0.0302434916185277,0.02971056665608668,-0.01692036755750228,0.0,0.0,0.0,0.008728614,-0.006066238,0.9999435,0.999962,5.295187e-05,-0.008728454,0.0,-0.99998164,-0.00606647,-0.020326775,-0.0033997744,-0.018029213,-0.0014960264,-0.00027163772,-0.00011602272,0.0,0.0,0.0,0.029899597
