InpGyro_1X,InpGyro_1Y,InpGyro_1Z,InpGyro_2X,InpGyro_2Y,InpGyro_2Z,GyroX,GyroY,GyroZ,ExpGravityX,ExpGravityY,ExpGravityZ,ExpOxX,ExpOxY,ExpOxZ,ExpOyX,ExpOyY,ExpOyZ,AccX,AccY,AccZ,AccNoiseX,AccNoiseY,AccNoiseZ,ExpSpeedX,ExpSpeedY,ExpSpeedZ,dT
0.002031777,-6.794778e-05,-0.00078206696,0.0037224777,0.0051507205,-0.016207578,0.0,0.0,0.0,0.13406494,-0.02487805,0.99066025,0.99097264,0.003365658,-0.13402271,-2.3283062e-10,-0.9996849,-0.02510468,-0.023738384,-0.028311417,0.029018402,-0.00011869192,-0.00014155707,0.00014509201,0.0,0.0,0.0,0.008514404
-0.0014322344,-0.0010005664,0.00028378284,0.0037224777,0.005816877,-0.013010029,0.0,0.0,0.0,0.13406494,-0.02487805,0.99066025,0.99097264,0.003365658,-0.13402271,-2.3283062e-10,-0.9996849,-0.02510468,-0.0321182,-0.029508516,0.023033142,-0.00027868946,-0.00028839186,0.00025953224,0.0,0.0,0.0,0.024871826
-0.0010325406,0.0017972896,0.00028378284,0.008785266,0.00821504,-0.014075879,0.0,0.0,0.0,0.13406494,-0.02487805,0.99066025,0.99097264,0.003365658,-0.13402271,-2.3283062e-10,-0.9996849,-0.02510468,-0.022541285,0.049500138,-0.027245522,-0.00039000245,-3.9449224e-05,0.00012200698,0.0,0.0,0.0,0.025115967
0.0021650083,0.00033174595,-0.0042460794,0.004255403,0.006349802,-0.014075879,0.0,0.0,0.0,0.13406494,-0.02487805,0.99066025,0.99097264,0.003365658,-0.13402271,-2.3283062e-10,-0.9996849,-0.02510468,0.0421021,-0.013946205,0.024230003,-0.00017754194,-0.000108983004,0.00024254696,0.0,0.0,0.0,0.025177002
3.3309683e-05,-0.00073410396,0.00041701412,0.0018572416,0.008081809,-0.0119441785,0.0,0.0,0.0,0.13406494,-0.02487805,0.99066025,0.99097264,0.003365658,-0.13402271,-2.3283062e-10,-0.9996849,-0.02510468,-0.00219059,0.011192918,-0.040413857,-0.00018760718,-5.2473504e-05,3.9264953e-05,0.0,0.0,0.0,0.025115967
-0.0012990031,-6.794778e-05,-0.0018479172,0.0041221716,0.0052839518,-0.013542954,0.0,0.0,0.0,0.13406494,-0.02487805,0.99066025,0.99097264,0.003365658,-0.13402271,-2.3283062e-10,-0.9996849,-0.02510468,0.015765905,0.027952313,-0.010485649,-0.00010783962,8.7550434e-05,-1.3359615e-05,0.0,0.0,0.0,0.025299072
0.002431471,-0.0039316537,-0.0011817608,0.0023901667,0.0028857905,-0.014475573,0.0,0.0,0.0,0.13406494,-0.02487805,0.99066025,0.99097264,0.003365658,-0.13402271,-2.3283062e-10,-0.9996849,-0.02510468,-0.03331518,-0.0031723082,0.02183628,-0.00027387633,7.125114e-05,9.588859e-05,0.0,0.0,0.0,0.024871826
-0.002231622,-0.0027325726,-0.00038237358,0.004788328,0.0074156523,-0.011411253,0.0,0.0,0.0,0.13406494,-0.02487805,0.99066025,0.99097264,0.003365658,-0.13402271,-2.3283062e-10,-0.9996849,-0.02510468,-0.0333153,-0.015143305,0.013455391,-0.00043908344,-4.821639e-06,0.0001626861,0.0,0.0,0.0,0.024658203
-0.0032974724,-0.0047310414,0.0010831701,0.0022569355,0.009014428,-0.015674654,0.0,0.0,0.0,0.13406494,-0.02487805,0.99066025,0.99097264,0.003365658,-0.13402271,-2.3283062e-10,-0.9996849,-0.02510468,0.00020360947,0.026755229,0.029019356,-0.00043586997,0.0001289786,0.00030696945,0.0,0.0,0.0,0.024658203
0.0014988519,0.0023302145,-0.0011817608,0.001990473,0.005950108,-0.014342342,0.0,0.0,0.0,0.13406494,-0.02487805,0.99066025,0.99097264,0.003365658,-0.13402271,-2.3283062e-10,-0.9996849,-0.02510468,-0.0357095,-0.004369393,-0.01647091,-0.00061223813,0.00010648674,0.00022308006,0.0,0.0,0.0,0.024658203
-0.0027645472,-0.0017999539,-0.0031802296,0.0031895526,0.007282421,-0.016074346,0.0,0.0,0.0,0.13406494,-0.02487805,0.99066025,0.99097264,0.003365658,-0.13402271,-2.3283062e-10,-0.9996849,-0.02510468,-0.0033876896,0.011192903,0.012259483,-0.00062611536,0.00016191881,0.00028326208,0.0,0.0,0.0,0.024719238
0.0016320832,0.0007314398,0.00041701412,0.0033227839,0.005950108,-0.015008498,0.0,0.0,0.0,0.13406494,-0.02487805,0.99066025,0.99097264,0.003365658,-0.13402271,-2.3283062e-10,-0.9996849,-0.02510468,0.009780407,0.006404504,-0.015274048,-0.0005740827,0.00019313174,0.00020547553,0.0,0.0,0.0,0.024719238
0.002031777,0.00086467084,-0.00051560486,-0.00040769018,0.005816877,-0.017006965,0.0,0.0,0.0,0.13406494,-0.02487805,0.99066025,0.99097264,0.003365658,-0.13402271,-2.3283062e-10,-0.9996849,-0.02510468,0.0073862076,-0.004369393,0.012259483,-0.0005342813,0.00017031912,0.00026574556,0.0,0.0,0.0,0.025146484
0.0014988519,0.0016640583,0.00028378284,0.0034560151,0.0062165707,-0.015941115,0.0,0.0,0.0,0.13406494,-0.02487805,0.99066025,0.99097264,0.003365658,-0.13402271,-2.3283062e-10,-0.9996849,-0.02510468,0.025342703,0.038726225,-0.0009088516,-0.00040489642,0.00036309863,0.00025987256,0.0,0.0,0.0,0.02468872
0.0006994661,-0.0011337977,-0.0019811485,0.00025846623,0.005417183,-0.014742035,0.0,0.0,0.0,0.13406494,-0.02487805,0.99066025,0.99097264,0.003365658,-0.13402271,-2.3283062e-10,-0.9996849,-0.02510468,0.008583307,0.008798704,0.0038795471,-0.0003599554,0.00040527666,0.00027797092,0.0,0.0,0.0,0.02468872
0.002031777,-0.0014002601,0.0018825573,0.001990473,0.0056836456,-0.015008498,0.0,0.0,0.0,0.13406494,-0.02487805,0.99066025,0.99097264,0.003365658,-0.13402271,-2.3283062e-10,-0.9996849,-0.02510468,0.0397079,0.011192903,0.0338068,-0.00015961612,0.0004592148,0.00044561506,0.0,0.0,0.0,0.024749756
-0.00036638416,0.00086467084,-0.0021143795,0.0046550967,0.008348271,-0.0119441785,0.0,0.0,0.0,0.13406494,-0.02487805,0.99066025,0.99097264,0.003365658,-0.13402271,-2.3283062e-10,-0.9996849,-0.02510468,0.0432992,0.009995803,0.0014848709,5.7677957e-05,0.00050689775,0.00045081135,0.0,0.0,0.0,0.024658203
-0.00036638416,-0.0016667226,-0.0014482234,0.0054544844,0.006882727,-0.013942648,0.0,0.0,0.0,0.13406494,-0.02487805,0.99066025,0.99097264,0.003365658,-0.13402271,-2.3283062e-10,-0.9996849,-0.02510468,-0.016555786,0.036332026,-0.0547781,-2.538936e-05,0.0006860234,0.00017466678,0.0,0.0,0.0,0.024658203
0.0045631714,-0.0025993413,-0.00064883614,0.00811911,0.0071491897,-0.014342342,0.0,0.0,0.0,0.13406494,-0.02487805,0.99066025,0.99097264,0.003365658,-0.13402271,-2.3283062e-10,-0.9996849,-0.02510468,0.0073862076,0.008798704,-0.0033025742,1.1668624e-05,0.0007265868,0.00015728058,0.0,0.0,0.0,0.024597168
